Name,Type,Size,Location
GPIO_PortControl_Registers,.rodata,24 (0x18),GPIO.o
GPIO_LOCK_Registers,.rodata,24 (0x18),GPIO.o
GPIO_Port_Commit,.rodata,24 (0x18),GPIO.o
GPIO_InterruptClear_Registers,.rodata,24 (0x18),GPIO.o
GPIO_PullUp_Registers,.rodata,24 (0x18),GPIO.o
Timer0A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer0B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer1A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer1B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer2A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer2B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer3A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer3B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer4A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer4B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer5A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer5B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
UART0_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART1_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART2_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART3_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART4_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART5_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART6_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART7_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
GPIO_TimerAFSELConfig_ArrPtrStruct,.rodata,48 (0x30),GPIO_config.o
GPIO_AFSELUARTConfig_ArrPtrStruct,.rodata,32 (0x20),GPIO_config.o
GPTM_16_32_BitTimerA_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_32_64_BitTimerA_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_16BitTimerB_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_32BitTimerB_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_32_64_BitTimerA_Match,.rodata,24 (0x18),GPTM.o
GPTM_32BitTimerB_Match,.rodata,24 (0x18),GPTM.o
GPTM_TimerMode,.rodata,96 (0x60),GPTM.o
GPTM_Control,.rodata,48 (0x30),GPTM.o
GPTM_ConfigurationRegisters,.rodata,48 (0x30),GPTM.o
GPTM_ICRRegisters,.rodata,48 (0x30),GPTM.o
GPTM_RISRegisters,.rodata,48 (0x30),GPTM.o
GPTM_Config_32BitTimer0A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer0B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer1A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer1B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer2A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer2B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer3A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer3B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer4A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer4B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer5A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer5B,.rodata,4 (0x4),GPTM_config.o
Interrupt_Enable_Registers,.rodata,16 (0x10),NVIC.o
Interrupt_Clear_Registers,.rodata,16 (0x10),NVIC.o
Set_Pending_Register,.rodata,16 (0x10),NVIC.o
Clear_Pending_Register,.rodata,16 (0x10),NVIC.o
Interrupt_Priority_Register,.rodata,32 (0x20),NVIC.o
SC_SYSDIV,.rodata,16 (0x10),SystemControl.o
SC_PWMDIV,.rodata,8 (0x8),SystemControl.o
UART_DataRegisters,.rodata,32 (0x20),UART.o
UART_FlagRegisters,.rodata,32 (0x20),UART.o
UART_InterruptClearRegisters,.rodata,32 (0x20),UART.o
UART_IntegerBaudRateDivisorRegisters,.rodata,32 (0x20),UART.o
UART_FractionalBaudRateDivisorRegisters,.rodata,32 (0x20),UART.o
UART_ClockConfigurationRegisters,.rodata,32 (0x20),UART.o
UART_ControlRegisters,.rodata,32 (0x20),UART.o
UART_LineControlRegisters,.rodata,32 (0x20),UART.o
UART_InterruptMaskRegisters,.rodata,32 (0x20),UART.o
UART_MaskedInterruptStatusRegisters,.rodata,32 (0x20),UART.o
UART_DMAControlRegisters,.rodata,32 (0x20),UART.o
UART_InterruptFIFOLevelSelect,.rodata,32 (0x20),UART.o
DMA_PeripheralInitialization,.text,56 (0x38),DMA.o
DMA_EnableChannelAttributes,.text,140 (0x8c),DMA.o
DMA_EnableChannel,.text,44 (0x2c),DMA.o
DMA_ChannelControlStructureSet,.text,344 (0x158),DMA.o
DMA_ConfigureChannelSoftwareRequest,.text,88 (0x58),DMA.o
DMA_ConfigurePeripheralInterrupt,.text,56 (0x38),DMA.o
DMA_ConfigureChannelInterrupt,.text,84 (0x54),DMA.o
DMA_ConfigurePriority,.text,88 (0x58),DMA.o
DMA_AssignChannel,.text,88 (0x58),DMA.o
GPIO_EnableRunModeClockGateControl,.text,96 (0x60),GPIO.o
GPIO_SetPinStatus,.text,144 (0x90),GPIO.o
GPIO_SetData,.text,144 (0x90),GPIO.o
GPIO_ConfigureDigitalEnable,.text,144 (0x90),GPIO.o
GPIO_ConfigureCommit,.text,128 (0x80),GPIO.o
GPIO_ConfigureOutputPin,.text,90 (0x5a),GPIO.o
GPIO_SetPinDirection,.text,144 (0x90),GPIO.o
GPIO_SetInputStatus,.text,76 (0x4c),GPIO.o
GPIO_ConfigureInputPin,.text,100 (0x64),GPIO.o
main,.text,156 (0x9c),main.o
NVIC_Enable_Interrupt,.text,76 (0x4c),NVIC.o
NVIC_Clear_Interrupt,.text,76 (0x4c),NVIC.o
Default_Handler,.text,12 (0xc),startup.o
Reset_Handler,.text,128 (0x80),startup.o
SC_GetOscillatorValue,.text,72 (0x48),SystemControl.o
SC_GetSystemClock,.text,156 (0x9c),SystemControl.o
SysTickEnable,.text,28 (0x1c),SystickTimer.o
SysTickDisable,.text,28 (0x1c),SystickTimer.o
SysTickFrequencyGet,.text,68 (0x44),SystickTimer.o
SysTickConfigureClockSource,.text,44 (0x2c),SystickTimer.o
SysTickGenerateDelay_Interrupt,.text,88 (0x58),SystickTimer.o
DMA_ChannelMapSelectRegisters,.data,16 (0x10),load address 0x00001460
DMA_ChannelMapSelectRegisters,.data,16 (0x10),DMA.o
DMAChannel30_MemToMem,.data,16 (0x10),load address 0x00001470
DMAChannel30_MemToMem,.data,16 (0x10),DMA_config.o
Pt_DMAChannel30_MemToMem,.data,4 (0x4),load address 0x00001480
Pt_DMAChannel30_MemToMem,.data,4 (0x4),DMA_config.o
GPIO_ConfigurePin_PF4,.data,2 (0x2),load address 0x00001484
GPIO_ConfigurePin_PF4,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF1,.data,2 (0x2),load address 0x00001486
GPIO_ConfigurePin_PF1,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF0,.data,2 (0x2),load address 0x00001488
GPIO_ConfigurePin_PF0,.data,2 (0x2),GPIO_config.o
DMA_InterruptFlag,.bss,1 (0x1),DMA.o
ScatterGatherFlag,.bss,1 (0x1),DMA.o
ui8ControlTable,.bss,1024 (0x400),DMA.o
DMA_SoftwareTransfer_Callback,.bss,128 (0x80),DMA.o
DMA_ErrorHandler_Callback,.bss,128 (0x80),DMA.o
handlerCounter,.bss,4 (0x4),DMA.o
EXTI_Callback,.bss,24 (0x18),GPIO.o
SourceBuffer_DMA,.bss,1024 (0x400),main.o
DestBufferA,.bss,1 (0x1),main.o
DestBufferB,.bss,1 (0x1),main.o
DestBuffer_DMA,.bss,1024 (0x400),main.o
ListDest,.bss,24 (0x18),main.o
IndexCounter,.bss,4 (0x4),main.o
indexCounter,.bss,4 (0x4),main.o
MySystemClock,.bss,4 (0x4),main.o
SourceArray512,.bss,512 (0x200),main.o
DestArray512,.bss,512 (0x200),main.o
IdleLoopCounter,.bss,4 (0x4),main.o
Stack_top,.bss,1024 (0x400),startup.o
Systick_Callback,.bss,4 (0x4),SystickTimer.o
UARTDMA_TxFlag,.bss,1 (0x1),UART.o
UARTDMA_RxFlag,.bss,1 (0x1),UART.o
UART0_Callback,.bss,20 (0x14),UART.o
UART1_Callback,.bss,20 (0x14),UART.o
UART2_Callback,.bss,20 (0x14),UART.o
UART3_Callback,.bss,20 (0x14),UART.o
UART4_Callback,.bss,20 (0x14),UART.o
UART5_Callback,.bss,20 (0x14),UART.o
UART6_Callback,.bss,20 (0x14),UART.o
UART7_Callback,.bss,20 (0x14),UART.o
